订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额
D30036,2019-04-11,S11205,南区,湖南,长沙市,X057,2027.0,245.0,496615.0
D27411,2019-05-25,S20433,南区,海南,海南省直辖,X071,1004.0,253.0,254012.0
D30349,2019-07-12,S15014,西区,重庆市,重庆市,X009,788.0,92.0,72496.0
D34241,2019-06-12,S14741,北区,黑龙江,双鸭山市,X048,875.0,61.0,53375.0
D23796,2019-08-31,S19709,北区,辽宁,丹东市,X077,472.0,247.0,116584.0
D27068,2019-07-28,S14068,北区,内蒙古,呼和浩特市,X004,1601.0,211.0,337811.0
D25795,2019-05-02,S13200,南区,广西,南宁市,X067,1353.0,212.0,286836.0
D25375,2019-05-01,S21234,南区,广东,阳江市,X037,463.0,195.0,90285.0
D30323,2019-08-04,S16197,南区,广东,深圳市,X030,888.0,237.0,210456.0
D22474,2019-06-16,S17651,南区,广东,佛山市,X019,2080.0,210.0,436800.0
D27969,2019-01-13,S12086,东区,江苏,南京市,X027,882.0,164.0,144648.0
D21905,2019-08-15,S16489,北区,河南,三门峡市,X079,423.0,128.0,54144.0
D23065,2019-08-04,S10057,西区,甘肃,兰州市,X004,942.0,211.0,198762.0
D21394,2019-01-19,S14775,南区,广东,深圳市,X055,1207.0,222.0,267954.0
D21540,2019-04-29,S14052,北区,河南,信阳市,X077,416.0,247.0,102752.0
D23288,2019-05-19,S15116,南区,广东,清远市,X005,1157.0,185.0,214045.0
D21652,2019-05-10,S20667,北区,山东,青岛市,X003,391.0,168.0,65688.0
D22147,2019-04-19,S16573,西区,陕西,宝鸡市,X003,1217.0,168.0,204456.0
D33008,2019-05-17,S20853,东区,江苏,泰州市,X004,260.0,211.0,54860.0
D23147,2019-08-04,S11708,南区,广东,汕头市,X030,1288.0,237.0,305256.0
D28571,2019-06-20,S21043,北区,天津市,天津市,X051,1038.0,203.0,210714.0
D22298,2019-07-04,S11024,西区,四川,成都市,X026,1049.0,101.0,105949.0
D22201,2019-04-14,S22930,南区,湖南,长沙市,X080,958.0,72.0,68976.0
D25690,2019-04-26,S10576,东区,浙江,舟山市,X041,693.0,212.0,146916.0
D24215,2019-07-07,S14911,东区,江苏,泰州市,X003,391.0,168.0,65688.0
D26485,2019-06-24,S22004,南区,福建,宁德市,X041,690.0,212.0,146280.0
D26851,2019-07-24,S16650,西区,四川,达州市,X092,562.0,67.0,37654.0
D26951,2019-08-11,S12763,东区,湖北,襄阳市,X008,1249.0,119.0,148631.0
D29829,2019-08-06,S20261,西区,陕西,西安市,X068,517.0,225.0,116325.0
D29870,2019-08-31,S22258,西区,四川,乐山市,X015,1325.0,151.0,200075.0
D33723,2019-04-11,S14454,东区,浙江,台州市,X050,877.0,143.0,125411.0
D27960,2019-08-18,S20091,南区,福建,泉州市,X035,780.0,76.0,59280.0
D22204,2019-08-04,S15361,南区,福建,泉州市,X049,825.0,226.0,186450.0
D27152,2019-07-30,S21714,东区,安徽,宿州市,X027,1414.0,164.0,231896.0
D21906,2019-02-14,S10141,东区,江苏,苏州市,X085,949.0,233.0,221117.0
D25020,2019-04-05,S11971,东区,江苏,常州市,X036,252.0,99.0,24948.0
D25431,2019-06-07,S10011,北区,山东,潍坊市,X072,743.0,62.0,46066.0
D29288,2019-08-18,S22659,北区,黑龙江,哈尔滨市,X015,1071.0,151.0,161721.0
D27076,2019-01-30,S21383,南区,江西,南昌市,X044,1018.0,174.0,177132.0
D33391,2019-08-13,S22268,北区,山东,东营市,X023,1856.0,235.0,436160.0
D26205,2019-08-24,S15275,北区,河北,张家口市,X021,197.0,59.0,11623.0
D25488,2019-02-26,S12848,西区,云南,昆明市,X055,342.0,222.0,75924.0
D23378,2019-04-05,S14052,北区,河南,信阳市,X059,1051.0,56.0,58856.0
D24855,2019-05-02,S19517,南区,广西,柳州市,X038,57.0,102.0,5814.0
D21933,2019-01-06,S21325,西区,云南,昆明市,X004,1015.0,211.0,214165.0
D31613,2019-02-07,S17651,南区,广东,佛山市,X005,65.0,185.0,12025.0
D27936,2019-08-21,S19538,东区,江苏,南通市,X061,301.0,203.0,61103.0
D23146,2019-09-28,S23299,西区,宁夏,石嘴山市,X016,351.0,99.0,34749.0
D24935,2019-08-04,S14052,北区,河南,信阳市,X044,1185.0,174.0,206190.0
D21665,2019-09-29,S21996,北区,河南,三门峡市,X068,95.0,225.0,21375.0
D23242,2019-04-21,S12832,东区,江苏,无锡市,X044,1048.0,174.0,182352.0
D27086,2019-07-03,S19012,南区,福建,福州市,X051,1387.0,203.0,281561.0
D26172,2019-05-13,S16775,西区,四川,绵阳市,X018,605.0,212.0,128260.0
D21260,2019-02-25,S15317,南区,海南,海南省直辖,X022,375.0,158.0,59250.0
D21637,2019-08-17,S20853,东区,江苏,泰州市,X038,951.0,102.0,97002.0
D28045,2019-08-04,S13232,东区,浙江,杭州市,X057,720.0,245.0,176400.0
D25984,2019-07-16,S22623,南区,广东,广州市,X005,242.0,185.0,44770.0
D22714,2019-09-22,S17015,南区,广东,东莞市,X024,510.0,235.0,119850.0
D24879,2019-04-20,S20663,东区,江苏,镇江市,X002,1230.0,141.0,173430.0
D21229,2019-02-21,S13900,北区,山东,潍坊市,X059,417.0,56.0,23352.0
D29138,2019-06-19,S11386,南区,广东,东莞市,X011,1412.0,226.0,319112.0
D28659,2019-06-20,S19980,南区,江西,九江市,X041,814.0,212.0,172568.0
D25482,2019-08-17,S20091,南区,福建,泉州市,X034,514.0,182.0,93548.0
D27140,2019-06-28,S17589,东区,浙江,杭州市,X002,431.0,141.0,60771.0
D24511,2019-05-19,S20614,南区,广西,来宾市,X071,658.0,253.0,166474.0
D30604,2019-04-29,S15522,北区,辽宁,朝阳市,X030,358.0,237.0,84846.0
D29609,2019-04-30,S15332,东区,江苏,苏州市,X071,1770.0,253.0,447810.0
D31440,2019-06-11,S15865,东区,湖北,孝感市,X067,409.0,212.0,86708.0
D27478,2019-09-08,S14250,东区,江苏,无锡市,X103,2370.0,202.0,478740.0
D21659,2019-07-05,S11334,北区,吉林,四平市,X074,761.0,87.0,66207.0
D24256,2019-06-27,S17261,北区,辽宁,辽阳市,X011,812.0,226.0,183512.0
D30683,2019-06-16,S19344,北区,内蒙古,包头市,X044,1377.0,174.0,239598.0
D21493,2019-06-12,S14593,东区,江苏,泰州市,X020,1121.0,100.0,112100.0
D28286,2019-05-29,S19627,东区,浙江,嘉兴市,X007,1332.0,213.0,283716.0
D21699,2019-06-20,S21058,东区,安徽,淮南市,X040,1601.0,142.0,227342.0
D33537,2019-05-15,S22706,东区,江苏,南通市,X037,1204.0,195.0,234780.0
D30084,2019-05-13,S22702,西区,重庆市,重庆市,X050,522.0,143.0,74646.0
D28439,2019-07-11,S12374,东区,浙江,温州市,X069,1341.0,251.0,336591.0
D25127,2019-07-11,S10819,西区,四川,乐山市,X055,232.0,222.0,51504.0
D25017,2019-06-01,S15128,东区,江苏,南通市,X050,766.0,143.0,109538.0
D25568,2019-04-02,S11622,东区,安徽,淮北市,X042,534.0,159.0,84906.0
D22369,2019-05-12,S15549,东区,江苏,苏州市,X026,1204.0,101.0,121604.0
D29949,2019-01-04,S17559,南区,广东,深圳市,X037,1136.0,195.0,221520.0
D21948,2019-07-24,S17946,南区,广东,清远市,X072,193.0,62.0,11966.0
D22215,2019-07-03,S19395,东区,江苏,苏州市,X003,333.0,168.0,55944.0
D24125,2019-05-04,S21024,南区,湖南,邵阳市,X057,973.0,245.0,238385.0
D21633,2019-06-10,S18388,东区,江苏,南京市,X048,114.0,61.0,6954.0
D28581,2019-07-10,S22631,东区,江苏,淮安市,X021,1674.0,59.0,98766.0
D24040,2019-08-04,S17140,西区,四川,内江市,X055,1927.0,222.0,427794.0
D26408,2019-04-03,S10777,南区,福建,龙岩市,X080,999.0,72.0,71928.0
D33354,2019-06-12,S14823,东区,江苏,泰州市,X065,2128.0,140.0,297920.0
D32120,2019-01-16,S21595,西区,四川,自贡市,X001,342.0,121.0,41382.0
D26520,2019-05-14,S17399,东区,湖北,湖北省直辖,X001,191.0,121.0,23111.0
D23467,2019-02-24,S15291,南区,湖南,衡阳市,X022,1115.0,158.0,176170.0
D25519,2019-05-01,S19139,北区,河南,驻马店市,X088,1445.0,125.0,180625.0
D27455,2019-07-25,S14649,南区,广东,广州市,X031,1578.0,86.0,135708.0
D27393,2019-04-16,S15466,北区,山西,临汾市,X070,1345.0,242.0,325490.0
D21261,2019-06-02,S12871,东区,安徽,安庆市,X045,349.0,205.0,71545.0
D31432,2019-09-12,S21374,南区,广西,柳州市,X036,46.0,99.0,4554.0
D29044,2019-01-08,S14649,南区,广东,广州市,X011,910.0,226.0,205660.0
D24261,2019-05-17,S19027,南区,广东,汕头市,X010,603.0,58.0,34974.0
D30705,2019-08-03,S10973,南区,福建,龙岩市,X007,580.0,213.0,123540.0
D26827,2019-08-04,S18552,东区,江苏,苏州市,X039,1056.0,108.0,114048.0
D21313,2019-05-18,S20611,东区,湖北,咸宁市,X017,804.0,213.0,171252.0
D34027,2019-08-24,S22259,西区,贵州,铜仁市,X061,724.0,203.0,146972.0
D32312,2019-02-04,S14052,北区,河南,信阳市,X101,266.0,173.0,46018.0
D27378,2019-09-16,S20176,南区,江西,萍乡市,X029,638.0,154.0,98252.0
D26747,2019-08-04,S16573,西区,陕西,宝鸡市,X068,1337.0,225.0,300825.0
D21316,2019-02-23,S10011,北区,山东,潍坊市,X082,1457.0,118.0,171926.0
D31945,2019-08-04,S15291,南区,湖南,衡阳市,X010,306.0,58.0,17748.0
D31120,2019-07-12,编号S13676,东区,浙江,杭州市,X007,1569.0,213.0,334197.0
D24062,2019-05-10,S22813,西区,四川,成都市,X054,682.0,83.0,56606.0
D29458,2019-05-26,S20997,西区,重庆市,重庆市,X018,981.0,212.0,207972.0
D30294,2019-08-09,S22693,西区,四川,德阳市,X007,488.0,213.0,103944.0
D28689,2019-09-28,S22399,南区,湖南,长沙市,X039,481.0,108.0,51948.0
D22221,2019-06-28,S19824,南区,广东,惠州市,X065,2195.0,140.0,307300.0
D24132,2019-01-21,S18395,西区,陕西,西安市,X037,1366.0,195.0,266370.0
D28005,2019-06-11,S19779,北区,辽宁,沈阳市,X005,1087.0,185.0,201095.0
D27810,2019-05-08,S10409,北区,天津市,天津市,X029,406.0,154.0,62524.0
D22439,2019-09-12,S11957,北区,山西,忻州市,X023,1164.0,235.0,273540.0
D32728,2019-08-24,S17631,南区,湖南,常德市,X068,970.0,225.0,218250.0
D21213,2019-02-23,S21325,西区,云南,昆明市,X001,1782.0,121.0,215622.0
D29172,2019-05-02,S12599,南区,广东,惠州市,X079,1115.0,128.0,142720.0
D26880,2019-05-09,S21059,东区,江苏,泰州市,X078,1026.0,116.0,119016.0
D26955,2019-08-09,S10141,东区,江苏,苏州市,X044,1284.0,174.0,223416.0
D21564,2019-02-25,S18190,南区,湖南,岳阳市,X069,765.0,251.0,192015.0
D22254,2019-08-04,S10915,东区,安徽,六安市,X029,646.0,154.0,99484.0
D21993,2019-06-07,S22813,西区,四川,成都市,X068,963.0,225.0,216675.0
D28191,2019-07-12,S18979,东区,浙江,宁波市,X014,1141.0,86.0,98126.0
D25355,2019-07-23,S22744,东区,江苏,常州市,X024,493.0,235.0,115855.0
D26183,2019-07-15,S10025,东区,浙江,舟山市,X067,1048.0,212.0,222176.0
D27029,2019-05-23,S18720,西区,贵州,贵阳市,X008,1549.0,119.0,184331.0
D28359,2019-07-08,S14313,北区,河南,漯河市,X080,474.0,72.0,34128.0
D27022,2019-01-11,S10253,南区,广东,广州市,X040,390.0,142.0,55380.0
D32558,2019-05-26,S20047,东区,江苏,苏州市,X020,657.0,100.0,65700.0
D33521,2019-08-14,S10409,北区,天津市,天津市,X021,1313.0,59.0,77467.0
D23463,2019-09-09,S21701,南区,广西,百色市,X088,1149.0,125.0,143625.0
D22958,2019-07-12,S20581,南区,广东,肇庆市,X085,347.0,233.0,80851.0
D26169,2019-09-22,S17833,南区,广东,中山市,X047,1688.0,192.0,324096.0
D26497,2019-05-01,S15411,西区,重庆市,重庆市,X057,907.0,245.0,222215.0
D24051,2019-08-04,S22035,北区,山东,临沂市,X027,487.0,164.0,79868.0
D23310,2019-06-02,S20464,西区,四川,南充市,X104,808.0,185.0,149480.0
D25309,2019-06-06,S19167,南区,江西,宜春市,X021,198.0,59.0,11682.0
D25461,2019-06-07,S21278,西区,陕西,西安市,X094,577.0,94.0,54238.0
D26114,2019-07-22,S14422,北区,北京市,北京市,X061,655.0,203.0,132965.0
D25723,2019-06-02,S22391,东区,浙江,台州市,X043,601.0,186.0,111786.0
D24053,2019-08-05,S12592,东区,浙江,杭州市,X057,740.0,245.0,181300.0
D29585,2019-08-05,S23003,西区,四川,凉山彝族自治州,X108,1428.0,223.0,318444.0
D23525,2019-08-04,S10859,东区,江苏,南通市,X102,990.0,160.0,158400.0
D33956,2019-08-06,S13115,南区,广东,东莞市,X051,1200.0,203.0,243600.0
D25090,2019-09-11,S22391,东区,浙江,台州市,X003,992.0,168.0,166656.0
D23307,2019-02-11,S22553,东区,上海市,上海市,X062,1093.0,239.0,261227.0
D26069,2019-08-04,S22743,东区,浙江,温州市,X050,289.0,143.0,41327.0
D24271,2019-01-19,S11296,南区,福建,泉州市,X046,304.0,241.0,73264.0
D22991,2019-04-11,S20522,东区,上海市,上海市,X084,574.0,222.0,127428.0
D25824,2019-08-25,S17399,东区,湖北,湖北省直辖,X020,1662.0,100.0,166200.0
D22258,2019-06-28,S23047,北区,辽宁,葫芦岛市,X046,2117.0,241.0,510197.0
D32461,2019-09-23,S16825,南区,广东,广州市,X021,693.0,59.0,40887.0
D25869,2019-08-24,S17936,西区,陕西,宝鸡市,X105,484.0,95.0,45980.0
D26170,2019-01-17,S17547,东区,江苏,苏州市,X007,740.0,213.0,157620.0
D21617,2019-04-30,S15639,北区,山东,枣庄市,X007,513.0,213.0,109269.0
D22107,2019-06-24,S14838,东区,上海市,上海市,X052,1105.0,102.0,112710.0
D26259,2019-05-04,S17378,北区,河北,石家庄市,X007,388.0,213.0,82644.0
D30400,2019-02-16,S10859,东区,江苏,南通市,X030,687.0,237.0,162819.0
D22888,2019-07-12,S19593,南区,广东,广州市,X034,661.0,182.0,120302.0
D31429,2019-09-18,S20417,东区,湖北,襄阳市,X026,708.0,101.0,71508.0
D33284,2019-06-18,S20112,南区,广西,北海市,X018,855.0,212.0,181260.0
D23845,2019-05-08,S20405,北区,山东,青岛市,X072,1052.0,62.0,65224.0
D28127,2019-02-16,S17072,东区,江苏,苏州市,X041,491.0,212.0,104092.0
D25273,2019-06-26,S12523,东区,安徽,淮北市,X061,1923.0,203.0,390369.0
D25647,2019-08-04,S22214,北区,黑龙江,佳木斯市,X085,526.0,233.0,122558.0
D22692,2019-07-12,S17401,北区,山东,烟台市,X059,992.0,56.0,55552.0
D31195,2019-04-19,S12106,南区,湖南,怀化市,X009,299.0,92.0,27508.0
D23928,2019-04-20,S14362,东区,江苏,苏州市,X035,1227.0,76.0,93252.0
D23232,2019-02-14,S13654,东区,浙江,宁波市,X024,360.0,235.0,84600.0
D28074,2019-06-27,S19779,北区,辽宁,沈阳市,X044,1825.0,174.0,317550.0
D31884,2019-08-17,S10025,东区,浙江,舟山市,X010,1095.0,58.0,63510.0
D31094,2019-08-21,S17322,东区,江苏,苏州市,X041,1014.0,212.0,214968.0
D31572,2019-04-19,S17807,西区,甘肃,酒泉市,X032,956.0,158.0,151048.0
D26791,2019-08-20,S15889,南区,广东,东莞市,X041,626.0,212.0,132712.0
D24297,2019-05-15,S14593,东区,江苏,泰州市,X005,647.0,185.0,119695.0
D23562,2019-05-12,S20162,西区,四川,成都市,X039,178.0,108.0,19224.0
D24669,2019-07-18,S20644,东区,江苏,苏州市,X108,409.0,223.0,91207.0
D24367,2019-04-01,S20663,东区,江苏,镇江市,X037,1082.0,195.0,210990.0
D25777,2019-08-06,S11609,南区,江西,南昌市,X017,2241.0,213.0,477333.0
D31151,2019-08-04,S20995,南区,广西,梧州市,X072,513.0,62.0,31806.0
D26055,2019-05-05,S17873,南区,湖南,怀化市,X036,364.0,99.0,36036.0
D25695,2019-05-11,S12675,西区,重庆市,重庆市,X038,947.0,102.0,96594.0
D30862,2019-07-26,S11353,南区,广东,深圳市,X046,670.0,241.0,161470.0
D26219,2019-06-14,S10430,北区,河北,保定市,X064,1019.0,150.0,152850.0
D29007,2019-09-17,S14953,东区,江苏,南京市,X023,1660.0,235.0,390100.0
D26206,2019-09-30,S14421,西区,重庆市,重庆市,X085,1613.0,233.0,375829.0
D21665,2019-09-29,S21996,北区,河南,三门峡市,X084,1044.0,222.0,231768.0
D28548,2019-06-26,S21964,南区,广东,江门市,X052,25.0,102.0,2550.0
D25024,2019-02-03,S15155,西区,贵州,黔南州,X037,559.0,195.0,109005.0
D29534,2019-08-13,S10141,东区,江苏,苏州市,X002,1334.0,141.0,188094.0
D21931,2019-08-20,S10865,北区,内蒙古,呼和浩特市,X034,1561.0,182.0,284102.0
D30086,2019-08-19,S13157,西区,云南,德宏傣族景颇族自治州,X085,915.0,233.0,213195.0
D25027,2019-08-04,S14689,东区,江苏,无锡市,X042,248.0,159.0,39432.0
D30989,2019-07-18,S20643,北区,河北,廊坊市,X005,1380.0,185.0,255300.0
D30580,2019-08-04,S10223,西区,四川,攀枝花市,X030,1198.0,237.0,283926.0
D31584,2019-06-28,S17476,东区,湖北,武汉市,X068,582.0,225.0,130950.0
D29944,2019-08-06,S18936,东区,浙江,宁波市,X049,633.0,226.0,143058.0
D29270,2019-07-08,S17553,东区,上海市,上海市,X018,1062.0,212.0,225144.0
D33142,2019-04-08,S20189,东区,浙江,杭州市,X064,1214.0,150.0,182100.0
D21905,2019-08-15,S16489,北区,河南,三门峡市,X089,246.0,104.0,25584.0
D26943,2019-08-11,S20849,东区,浙江,宁波市,X059,285.0,56.0,15960.0
D33949,2019-07-25,S17175,东区,江苏,南京市,X091,768.0,214.0,164352.0
D24545,2019-02-08,S18445,北区,河北,沧州市,X015,2065.0,151.0,311815.0
D23741,2019-08-22,S12236,北区,山东,枣庄市,X075,600.0,126.0,75600.0
D29957,2019-04-28,S17651,南区,广东,佛山市,X085,917.0,233.0,213661.0
D32158,2019-01-13,S20784,西区,陕西,西安市,X089,1736.0,104.0,180544.0
D21125,2019-02-23,S20189,东区,浙江,杭州市,X059,311.0,56.0,17416.0
D25374,2019-06-17,S20464,西区,四川,南充市,X046,1356.0,241.0,326796.0
D21598,2019-05-03,S17631,南区,湖南,常德市,X095,628.0,107.0,67196.0
D22161,2019-08-26,S17903,东区,浙江,丽水市,X031,624.0,86.0,53664.0
D25958,2019-04-14,S14412,南区,广西,玉林市,X053,134.0,104.0,13936.0
D22760,2019-07-09,S15014,西区,重庆市,重庆市,X007,1894.0,213.0,403422.0
D24586,2019-08-14,S11871,西区,云南,昆明市,X067,979.0,212.0,207548.0
D30190,2019-04-05,S14207,西区,四川,南充市,X068,1409.0,225.0,317025.0
D32668,2019-04-05,S12463,北区,天津市,天津市,X037,66.0,195.0,12870.0
D31037,2019-07-26,S13627,南区,广西,北海市,X011,510.0,226.0,115260.0
D21948,2019-07-24,S17946,南区,广东,清远市,X050,1181.0,143.0,168883.0
D24132,2019-01-21,S18395,西区,陕西,西安市,X046,1278.0,241.0,307998.0
D29278,2019-07-13,S21647,南区,广东,湛江市,X003,507.0,168.0,85176.0
D25674,2019-06-18,S14453,东区,江苏,无锡市,X026,734.0,101.0,74134.0
D21609,2019-02-14,S14947,南区,广东,深圳市,X003,1614.0,168.0,271152.0
D32069,2019-01-29,S23119,南区,江西,南昌市,X035,1336.0,76.0,101536.0
D31151,2019-08-04,S20995,南区,广西,梧州市,X013,1148.0,164.0,188272.0
D29006,2019-07-21,S19304,北区,黑龙江,大庆市,X019,1672.0,210.0,351120.0
D27572,2019-09-03,S20547,北区,山西,运城市,X075,270.0,126.0,34020.0
D23711,2019-08-04,S20596,东区,江苏,苏州市,X025,1248.0,102.0,127296.0
D30682,2019-08-04,S10604,西区,四川,南充市,X042,1053.0,159.0,167427.0
D23020,2019-04-29,S16423,东区,浙江,宁波市,X042,306.0,159.0,48654.0
D27305,2019-08-22,S13712,东区,上海市,上海市,X089,744.0,104.0,77376.0
D29424,2019-07-26,S20198,南区,江西,抚州市,X003,1164.0,168.0,195552.0
D26269,2019-04-12,S16115,东区,安徽,安庆市,X019,827.0,210.0,173670.0
D32225,2019-08-02,S13287,西区,重庆市,重庆市,X075,1672.0,126.0,210672.0
D32731,2019-04-22,S11832,北区,山东,济南市,X047,1148.0,192.0,220416.0
D29461,2019-02-19,S23249,北区,山东,烟台市,X062,958.0,239.0,228962.0
D25278,2019-08-27,S19890,南区,广东,汕尾市,X056,527.0,233.0,122791.0
D25957,2019-08-18,S15092,东区,江苏,扬州市,X045,670.0,205.0,137350.0
D22292,2019-06-10,S12688,北区,山东,莱芜市,X018,712.0,212.0,150944.0
D29667,2019-02-28,S14260,东区,上海市,上海市,X056,1012.0,233.0,235796.0
D27434,2019-06-07,S15105,东区,江苏,泰州市,X001,1186.0,121.0,143506.0
D23453,2019-08-04,S14743,东区,江苏,常州市,X105,417.0,95.0,39615.0
D23626,2019-05-06,S15125,北区,辽宁,抚顺市,X046,121.0,241.0,29161.0
D25625,2019-09-12,S20101,北区,山东,淄博市,X048,759.0,61.0,46299.0
D30950,2019-08-09,S22553,东区,上海市,上海市,X108,1068.0,223.0,238164.0
D32646,2019-09-19,S14831,南区,广西,南宁市,X014,502.0,86.0,43172.0
D31046,2019-05-14,S12411,西区,云南,文山壮族苗族自治州,X011,835.0,226.0,188710.0
D27719,2019-04-12,S16843,东区,湖北,黄冈市,X055,1365.0,222.0,303030.0
D25284,2019-05-27,S13711,西区,四川,眉山市,X034,1538.0,182.0,279916.0
D34226,2019-04-03,S18164,北区,河南,南阳市,X056,948.0,233.0,220884.0
D24008,2019-06-17,S23249,北区,山东,烟台市,X072,1528.0,62.0,94736.0
D30660,2019-04-17,S14258,东区,安徽,蚌埠市,X072,851.0,62.0,52762.0
D25788,2019-08-04,S13058,南区,湖南,长沙市,X004,847.0,211.0,178717.0
D21839,2019-08-19,S17553,东区,上海市,上海市,X073,812.0,209.0,169708.0
D25620,2019-02-12,S13802,东区,江苏,盐城市,X094,983.0,94.0,92402.0
D23212,2019-08-25,S21255,西区,四川,内江市,X039,1833.0,108.0,197964.0
D29548,2019-01-17,S15175,南区,江西,吉安市,X046,1334.0,241.0,321494.0
D30200,2019-07-12,S18730,南区,广东,东莞市,X088,1619.0,125.0,202375.0
D32207,2019-07-27,S17375,西区,云南,昆明市,X092,309.0,67.0,20703.0
D22314,2019-08-24,S18959,南区,广东,湛江市,X069,1218.0,251.0,305718.0
D28359,2019-07-08,S14313,北区,河南,漯河市,X045,197.0,205.0,40385.0
D28223,2019-08-23,S14821,东区,江苏,扬州市,X001,1626.0,121.0,196746.0
D24698,2019-09-02,S18111,东区,上海市,上海市,X015,694.0,151.0,104794.0
D28704,2019-01-07,S10286,南区,福建,莆田市,X051,652.0,203.0,132356.0
D23892,2019-06-06,S11690,南区,广东,深圳市,X066,809.0,113.0,91417.0
D26105,2019-08-04,S16184,南区,广西,北海市,X067,452.0,212.0,95824.0
D21107,2019-09-02,S17812,北区,山西,长治市,X004,937.0,211.0,197707.0
D22929,2019-07-09,S11685,西区,云南,临沧市,X026,42.0,101.0,4242.0
D27662,2019-08-23,S22297,西区,四川,广安市,X080,488.0,72.0,35136.0
D27309,2019-02-16,S21996,北区,河南,三门峡市,X039,806.0,108.0,87048.0
